Brand,Product Name,Product Unit,Product Price,Pricing Unit,Secondary Price,Before Price,Valid Date,Image URL,Page URL
SUNRYPE,"Apple Mango Fruit Snak, Fruit To Go",14 g,"5 / 
$3.00",,$4.29 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-193
AVEENO,"Stress Relief Body Lotion, Active Naturals",532 mL,"$16.99
 ea.",,$3.19 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-193
LISTERINE,"Mint Flavoured Alcohol Free Antiseptic Mouthwash, Sm...",500 mL,"$6.49
 ea.",,$1.30 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-193
TRE STELLE,Halloumi Cheese,200 g,"$8.29
 ea.",,$4.15 /100g,,,https://product-images.metro.ca/images/h94/h17/10225296998430.jpg,https://www.metro.ca/en/online-grocery/search-page-193
CASTELLO,Velvet Blue Danish Blue Cheese,125 g,"$8.00
 ea.",,$6.40 /100g,,,https://product-images.metro.ca/images/he7/hbf/10465530019870.jpg,https://www.metro.ca/en/online-grocery/search-page-194
HOSTESS,"Salt And Vinegar Potato Sticks, Hickory Sticks",165 g,"$2.25
 ea.",,$1.36 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-194
FRITOS,"Jalapeño Flavoured Corn Chips, Hoops",150 g,"$2.25
 ea.",,$1.50 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-194
FUNYUNS,Onion Flavoured Corn Rings,125 g,"$2.25
 ea.",,$1.80 /100g,,,https://product-images.metro.ca/images/h3d/h99/12245593718814.jpg,https://www.metro.ca/en/online-grocery/search-page-194
CHESTER'S,Cheese Pop Corn,150 g,"$2.25
 ea.",,$1.50 /100g,,,https://product-images.metro.ca/images/h00/h82/12245607022622.jpg,https://www.metro.ca/en/online-grocery/search-page-194
CHESTER'S,Cheese Snack,140 g,"$2.25
 ea.",,$1.61 /100g,,,https://product-images.metro.ca/images/hf3/h6c/12245605515294.jpg,https://www.metro.ca/en/online-grocery/search-page-194
CHESTER'S,Corn Twists Snack,150 g,"$2.25
 ea.",,$1.50 /100g,,,https://product-images.metro.ca/images/h69/hbb/12245589950494.jpg,https://www.metro.ca/en/online-grocery/search-page-194
MUNCHOS,Potato Crisps,130 g,"$2.25
 ea.",,$1.73 /100g,,,https://product-images.metro.ca/images/hfc/h9b/12245606629406.jpg,https://www.metro.ca/en/online-grocery/search-page-194
FRITO-LAY,Classic Mix Variety Pack,1176 g,"$19.99
 ea.",,$1.70 /100g,,,https://product-images.metro.ca/images/hf3/h75/12245618851870.jpg,https://www.metro.ca/en/online-grocery/search-page-194
NUTRI,Large Egg From Free Run Hen,6 un,"$3.79
 ea.",,$0.63 /un.,,,https://product-images.metro.ca/images/h6b/he3/10225638080542.jpg,https://www.metro.ca/en/online-grocery/search-page-194
AURORA,Almond Biscotti,200 g,"$5.99
 ea.",,$3.00 /100g,,,https://product-images.metro.ca/images/h19/hf1/11627649138718.jpg,https://www.metro.ca/en/online-grocery/search-page-194
AURORA,Chocolate Chuncks Cantuccini Bites,200 g,"$5.99
 ea.",,$3.00 /100g,,,https://product-images.metro.ca/images/hd5/hc6/10196587511838.jpg,https://www.metro.ca/en/online-grocery/search-page-194
AURORA,Almonds Cantuccini Bites,200 g,"$5.99
 ea.",,$3.00 /100g,,,https://product-images.metro.ca/images/hee/h33/10203351187486.jpg,https://www.metro.ca/en/online-grocery/search-page-194
ALLESSIA,Chopped Tomatoes,398 mL,"$2.69
 ea.",,$0.68 /100ml,,,https://product-images.metro.ca/images/h92/h89/10300300132382.jpg,https://www.metro.ca/en/online-grocery/search-page-194
AURORA,Lemon And Wildberry Flavoured Biscotti,200 g,"$5.99
 ea.",,$3.00 /100g,,,https://product-images.metro.ca/images/h80/hdd/11627361632286.jpg,https://www.metro.ca/en/online-grocery/search-page-194
ALLESSIA,Whole Peeled Italian Tomatoes,796 mL,"$4.39
 ea.",,$0.55 /100ml,,,https://product-images.metro.ca/images/h45/hdd/10322936299550.jpg,https://www.metro.ca/en/online-grocery/search-page-194
ALLESSIA,Organic Tomato Sauce,720 mL,"$3.99
 ea.",,$0.55 /100ml,,,https://product-images.metro.ca/images/h6d/hbe/10300303540254.jpg,https://www.metro.ca/en/online-grocery/search-page-194
NUTRI,Free Run Hens Medium Brown Eggs,24 un,"$9.49
 ea.",,$0.40 /un.,,,https://product-images.metro.ca/images/hd1/h8e/10711377051678.jpg,https://www.metro.ca/en/online-grocery/search-page-194
CLOVER LEAF,Flaked Sockeye Salmon,142 g,"$4.99
 ea.",,$3.51 /100g,,,https://product-images.metro.ca/images/h06/h4f/11401370730526.jpg,https://www.metro.ca/en/online-grocery/search-page-194
CLOVER LEAF,Flaked Wild Pacific Pink Salmon,142 g,"$3.69
 ea.",,$2.60 /100g,,,https://product-images.metro.ca/images/h43/h7a/11679701401630.jpg,https://www.metro.ca/en/online-grocery/search-page-194
SPONGE TOWELS,"Double Layered Paper Towel, Ultra",12x112 sheets,"$25.49
 ea.",,$2.12 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-194
PILAROS,Sea Salt Green Olives,500 mL,"$4.49
 ea.",,$0.90 /100ml,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h8c/hed/11665526980638.jpg,https://www.metro.ca/en/online-grocery/search-page-194
SPONGE TOWELS,"2-Ply Paper Towel, Ultra Pro",6 un,"$18.99
 ea.",,$3.17 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-194
PILAROS,Lemon Stuffed Green Olives,1 L,"$10.49
 ea.",,$1.05 /100ml,"Regular price
$11.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/ha9/ha9/11742211244062.jpg,https://www.metro.ca/en/online-grocery/search-page-194
LABATT,"Strong Lager Beer, Bleue Dry",6x355 mL - cans,"$10.49
 ea.",,$0.49 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-194
,Oven Baking Potato,1 un,"$4.99
 ea.",,$4.99 /un.,,,https://product-images.metro.ca/images/hc2/hd6/11457803386910.jpg,https://www.metro.ca/en/online-grocery/search-page-194
RUFFLES,"Sea Salt Chips, Simply",227 g,"$5.49
 ea.",,$2.42 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-194
BARE,"Banana Chips, Simply",77 g,"$5.99
 ea.",,$7.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-194
BARE,Toasted Coconut Chips,94 g,"$5.99
 ea.",,$6.37 /100g,,,https://product-images.metro.ca/images/hb7/h71/12279457284126.jpg,https://www.metro.ca/en/online-grocery/search-page-194
BARE,Fuji And Red Apple Flavoured Chips,96 g,"$5.99
 ea.",,$6.24 /100g,,,https://product-images.metro.ca/images/ha2/hfb/10509653606430.jpg,https://www.metro.ca/en/online-grocery/search-page-194
CHEETOS,"White Cheddar Flavoured Puffs Snacks, Simply",227 g,"$5.29
 ea.",,$2.33 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-195
GOLDEN DRAGON,All Purpose Black Pepper Sauce,455 mL,"$5.29
 ea.",,$1.16 /100ml,,,https://product-images.metro.ca/images/h4c/hca/11281624629278.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,Classic Strawberry Jam,500 mL,"$5.49
 ea.",,$1.10 /100ml,,,https://product-images.metro.ca/images/ha0/h21/10053848432670.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,25 Cal Classic Strawberry Jam,500 mL,"$5.49
 ea.",,$1.10 /100ml,,,https://product-images.metro.ca/images/hf0/hda/11412611465246.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,Blueberry Flavoured Jam,500 mL,"$5.49
 ea.",,$1.10 /100ml,,,https://product-images.metro.ca/images/h77/h1e/11412637679646.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,Apple Jelly,500 mL,"$5.49
 ea.",,$1.10 /100ml,,,https://product-images.metro.ca/images/hfe/h12/10053869764638.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,Light Raspberry Jam,500 mL,"$5.49
 ea.",,$1.10 /100ml,,,https://product-images.metro.ca/images/hcc/h9d/11412639055902.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,Butter Flavoured Syrup,750 mL,"$5.29
 ea.",,$0.71 /100ml,,,https://product-images.metro.ca/images/hf3/h97/9825125793822.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,Classic Table Syrup,750 mL,"$5.29
 ea.",,$0.71 /100ml,,,https://product-images.metro.ca/images/hff/h57/9634021802014.jpg,https://www.metro.ca/en/online-grocery/search-page-195
DORA,Strawberry And Blueberry Spread,500 mL,"$5.49
 ea.",,$1.10 /100ml,,,https://www.metro.ca/images/shared/placeholders/icon-no-picture.svg?v=2023.71.1.d1,https://www.metro.ca/en/online-grocery/search-page-195
DORA,"Strawberry, Cherry And Raspberry Jam",500 mL,"$5.49
 ea.",,$1.10 /100ml,,,https://product-images.metro.ca/images/h96/h45/11412738637854.jpg,https://www.metro.ca/en/online-grocery/search-page-195
OCEAN'S,Ready-To-Eat Onion And Celery Flavoured Light Tuna W...,95 g,"2 / 
$5.50",,$2.89 /100g,"Regular price
$3.49  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-195
ARM & HAMMER,"Multi-Cat Light Clumping Litter, AbsorbX",3.86 kg,"$18.99
 ea.",,$0.49 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-195
ARM & HAMMER,"Unscented Multi-Cat Clumping Litter, AbsorbX",3.68 kg,"$18.99
 ea.",,$0.49 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-195
LAFLEUR,Uncooked Pork And Maple Sausages,375 g,"$6.29
 ea.",,$1.68 /100g,,,https://product-images.metro.ca/images/h72/ha2/11432859172894.jpg,https://www.metro.ca/en/online-grocery/search-page-195
LAFLEUR,Quebec Pure Pork Uncooked Sausage,375 g,"$6.29
 ea.",,$1.68 /100g,,,https://product-images.metro.ca/images/hdc/h55/11432858026014.jpg,https://www.metro.ca/en/online-grocery/search-page-195
LAFLEUR,Grandma'S Cretons,200 g,"$5.79
 ea.",,$2.90 /100g,,,https://product-images.metro.ca/images/hc0/hb8/10938926333982.jpg,https://www.metro.ca/en/online-grocery/search-page-195
LAFLEUR,Classic Cretons,200 g,"$5.79
 ea.",,$2.90 /100g,,,https://product-images.metro.ca/images/hbc/h44/10938926858270.jpg,https://www.metro.ca/en/online-grocery/search-page-195
LAFLEUR,Grand-Mère Cretons,280 g,"$7.99
 ea.",,$2.85 /100g,,,https://product-images.metro.ca/images/heb/h17/11449763135518.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU MAISON,Citrus Juicer,1 un,"$4.49
 ea.",,$4.49 /un.,,,https://product-images.metro.ca/images/h9d/hed/12084031684638.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU MAISON,Bamboo Tool Kit,1 un,"$5.89
 ea.",,$5.89 /un.,,,https://product-images.metro.ca/images/h07/h42/12084052557854.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU MAISON,Detachable Kitchen Scissor,1 un,"$6.99
 ea.",,$6.99 /un.,,,https://product-images.metro.ca/images/h97/hfd/10246600523806.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU MAISON,Potato Masher,1 un,"$8.99
 ea.",,$8.99 /un.,,,https://product-images.metro.ca/images/hb5/h8a/12084012908574.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU MAISON,Silicone Handle Grip,1 un,"$5.99
 ea.",,$5.99 /un.,,,https://product-images.metro.ca/images/h98/hb2/12084015464478.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU,Bread Pan,1 un,"$16.99
 ea.",,$16.99 /un.,,,https://product-images.metro.ca/images/h0f/hb9/10323547815966.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU,Silicon Muffins Mold,1 un,"$6.99
 ea.",,$6.99 /un.,,,https://product-images.metro.ca/images/h2d/h74/11657487908894.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU,Silicon Mini Muffins Pan,1 un,"$16.99
 ea.",,$16.99 /un.,,,https://product-images.metro.ca/images/h35/hec/10710854074398.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU,Wooden Rolling Pin,1 un,"$12.99
 ea.",,$12.99 /un.,,,https://product-images.metro.ca/images/h69/hba/12084331806750.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU,Silicon Muffins Pan,1 un,"$16.99
 ea.",,$16.99 /un.,,,https://product-images.metro.ca/images/h51/hcc/11657525035038.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU,Silicone Spatula,1 un,"$6.99
 ea.",,$6.99 /un.,,,https://product-images.metro.ca/images/h46/hd1/10323494862878.jpg,https://www.metro.ca/en/online-grocery/search-page-195
TRUDEAU,Confetti Design Silicone Whisk,1 un,"$6.99
 ea.",,$6.99 /un.,,,https://www.metro.ca/images/shared/placeholders/icon-no-picture.svg?v=2023.71.1.d1,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,Chef Knife,1 un,"$9.99
 ea.",,$9.99 /un.,,,https://product-images.metro.ca/images/h13/h19/12084049969182.jpg,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,"Snack And Dip Container, Fuel",1 un,"$3.59
 ea.",,$3.59 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,"Snack And Dip Container, Fuel",1 un,"$3.59
 ea.",,$3.59 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,"Granola Yogurt Container, Fuel",1 un,"$10.49
 ea.",,$10.49 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,Plastic Container For Sandwich,1 un,"$3.99
 ea.",,$3.99 /un.,,,https://product-images.metro.ca/images/h13/h00/11754443210782.jpg,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,"Stainless Steel Food Container, Fuel",1 un,"$13.99
 ea.",,$13.99 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,"On The Go Salad Container, Fuel",1 un,"$16.99
 ea.",,$16.99 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-196
FUEL,Foldable Ustensile Set,2 un,"$3.99
 ea.",,$2.00 /un.,,,https://www.metro.ca/images/shared/placeholders/icon-no-picture.svg?v=2023.71.1.d1,https://www.metro.ca/en/online-grocery/search-page-196
TRUDEAU,3 Piece Ustensil Set,1 un,"$6.99
 ea.",,$6.99 /un.,,,https://www.metro.ca/images/shared/placeholders/icon-no-picture.svg?v=2023.71.1.d1,https://www.metro.ca/en/online-grocery/search-page-196
KELLOGG'S,"Chocolate Bars, Rice Krispies Squares",198 g,"$5.29
 ea.",,$2.67 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-196
RIVIERA,Shredded Lactose Free Mozzarella Pizza Cheese,360 g,"$8.79
 ea.",,$2.44 /100g,,,https://product-images.metro.ca/images/hb0/h46/10348144132126.jpg,https://www.metro.ca/en/online-grocery/search-page-196
RIVIERA,Pizza Blend Shredded Cheese,360 g,"$8.79
 ea.",,$2.44 /100g,,,https://product-images.metro.ca/images/h21/h80/10389343141918.jpg,https://www.metro.ca/en/online-grocery/search-page-196
RIVIERA,4.9% Strawberry Flavoured Goat Yogurt,4x120 g,"$6.59
 ea.",,$5.49 /100g,,,https://product-images.metro.ca/images/h79/hb6/12152486952990.jpg,https://www.metro.ca/en/online-grocery/search-page-196
RIVIERA,4.9% Vanilla Flavoured Goat Yogurt,4x120 g,"$6.59
 ea.",,$5.49 /100g,,,https://product-images.metro.ca/images/h08/hff/12152492982302.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,BBQ Pork Back Ribs,625 g,"$17.99
 ea.",,$2.88 /100g,,,https://product-images.metro.ca/images/h86/heb/10101143568414.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Frozen Classic Millefeuille Cake,500 g,"$11.99
 ea.",,$2.40 /100g,,,https://product-images.metro.ca/images/h21/hd0/10250366156830.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Frozen Sugar Pie,800 g,"$10.49
 ea.",,$1.31 /100g,,,https://product-images.metro.ca/images/h8f/h8e/10250369630238.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Lorraine Quiche,235 g,"$5.29
 ea.",,$2.25 /100g,,,https://product-images.metro.ca/images/hb4/h3c/11754250698782.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Broccoli And Chicken Gratin Pie,235 g,"$5.29
 ea.",,$2.25 /100g,,,https://product-images.metro.ca/images/hb0/ha9/11754250928158.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Thai Sauce,350 mL,"$5.99
 ea.",,$0.86 /100ml,,,https://product-images.metro.ca/images/hba/hba/9847453024286.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Chicken & Ribs Bbq Sauce,350 mL,"$5.99
 ea.",,$1.71 /100ml,,,https://product-images.metro.ca/images/h2d/h17/9847389585438.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Piri-Piri Sauce,350 mL,"$5.99
 ea.",,$0.21 /100ml,,,https://product-images.metro.ca/images/hee/hae/11320006967326.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Frozen Breaded Chicken Nuggets,600 g,"$15.99
 ea.",,$2.67 /100g,,"Valid until Jan 17, 2024",https://product-images.metro.ca/images/h3d/haa/10443322359838.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Breaded Chicken Strips,600 g,"$15.99
 ea.",,$2.67 /100g,,"Valid until Jan 17, 2024",https://product-images.metro.ca/images/h6f/ha6/10454165782558.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Frozen Texan Style Chicken Wings,575 g,"$14.99
 ea.",,$2.61 /100g,"Regular price
$15.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hd4/hf5/10407566114846.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Frozen Piri Piri Spicy Chicken Wings,575 g,"$14.99
 ea.",,$2.61 /100g,"Regular price
$15.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hde/h2d/11154083840030.jpg,https://www.metro.ca/en/online-grocery/search-page-196
ST-HUBERT,Fruity Dipping Sauce,350 mL,"$5.99
 ea.",,$1.71 /100ml,,,https://product-images.metro.ca/images/h2e/h2a/11430734888990.jpg,https://www.metro.ca/en/online-grocery/search-page-196
MAXWELL HOUSE,Original Roast Ground Coffee,300 g,"$6.79
 ea.",,$2.26 /100g,,,https://product-images.metro.ca/images/hcc/h70/9987179839518.jpg,https://www.metro.ca/en/online-grocery/search-page-196
MAXWELL HOUSE,Colombian Ground Coffee,631 g,"$11.99
 ea.",,$1.90 /100g,,,https://product-images.metro.ca/images/hf7/h39/9987182559262.jpg,https://www.metro.ca/en/online-grocery/search-page-196
MAXWELL HOUSE,"House Blend And Morning Blend Coffee T Discs, Tassimo",249 g,"$15.99
 ea.",,$6.42 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-197
GOOD THINS,Barbecue Flavoured Gluten Free Sweet Potato Crackers,100 g,"$4.99
 ea.",,$4.99 /100g,,,https://product-images.metro.ca/images/h7f/h5d/9528333729822.jpg,https://www.metro.ca/en/online-grocery/search-page-197
OREO,Assorted Flavoured Sandwich Cookies,482 g,"$8.99
 ea.",,$1.87 /100g,,,https://product-images.metro.ca/images/h77/h7f/11478043557918.jpg,https://www.metro.ca/en/online-grocery/search-page-197
OREO,Gluten-Free Double Stuffed Chocolate Sandwich Cookies,353 g,"$7.99
 ea.",,$2.26 /100g,,,https://product-images.metro.ca/images/h38/hcb/11320124702750.jpg,https://www.metro.ca/en/online-grocery/search-page-197
LAURA SECORD,Roasted Hazelnuts Milk Chocolate Bar,90 g,"$3.79
 ea.",,$4.21 /100g,,,https://product-images.metro.ca/images/hb7/h6c/10794824138782.jpg,https://www.metro.ca/en/online-grocery/search-page-197
LAURA SECORD,French Mint Milk Chocolate Bar,100 g,"$3.79
 ea.",,$3.79 /100g,,,https://product-images.metro.ca/images/hfb/hdf/11257299140638.jpg,https://www.metro.ca/en/online-grocery/search-page-197
LAURA SECORD,Maple Flavoured Crunchy Bar,100 g,"$3.79
 ea.",,$3.79 /100g,,,https://product-images.metro.ca/images/h71/hec/11257304383518.jpg,https://www.metro.ca/en/online-grocery/search-page-197
PURE PROTEIN,Birthday Cake Flavoured Protein Bar,6x50 g,"$9.99
 ea.",,$3.33 /100g,,,https://product-images.metro.ca/images/haf/h4b/12263461224478.jpg,https://www.metro.ca/en/online-grocery/search-page-197
ZIPLOC,Compostable Sandwich Bags,20 un,"$7.49
 ea.",,$0.37 /un.,,,https://product-images.metro.ca/images/h28/hca/9731966238750.jpg,https://www.metro.ca/en/online-grocery/search-page-197
COCA-COLA,"Soft Drink, Move Edition",500 mL,"$2.99
 ea.",,$0.60 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-197
BLACK DIAMOND,"Cheddarific Cheese Cheese Sticks, Cheestrings Ficello",336 g,"$8.79
 ea.",,$2.62 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-197
BLACK DIAMOND,"Lactose Free Mozzarella Cheese Stick, Cheestrings Fi...",252 g,"$7.99
 ea.",,$3.17 /100g,"Regular price
$8.79  ea.","Valid until Feb 14, 2024",,https://www.metro.ca/en/online-grocery/search-page-197
CRACKER BARREL,Marble Cheese Snack,3x43 g,"$6.49
 ea.",,$5.03 /100g,,,https://product-images.metro.ca/images/h73/h71/11571002834974.jpg,https://www.metro.ca/en/online-grocery/search-page-197
CRACKER BARREL,Medium Sweet Combo Cheese Snack,3x43 g,"$6.49
 ea.",,$5.03 /100g,,,https://product-images.metro.ca/images/h31/hd7/11571001655326.jpg,https://www.metro.ca/en/online-grocery/search-page-197
CRACKER BARREL,Old Sweet Combo Cheese Snack,3x43 g,"$6.49
 ea.",,$5.03 /100g,,,https://product-images.metro.ca/images/h43/h13/11571002507294.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Fresh Mayonnaise With Oleic Sunflower Oil,440 mL,"$7.49
 ea.",,$1.70 /100ml,"Regular price
$7.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/he4/h7c/11461840109598.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Fresh Mayonnaise With Extra Virgin Olive Oil,440 mL,"$7.49
 ea.",,$1.70 /100ml,"Regular price
$7.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hbe/h97/11761593581598.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Peppery Flavoured Extra Virgin Olive Oil,500 mL,"$19.99
 ea.",,$4.00 /100ml,,,https://product-images.metro.ca/images/hc2/h75/10498154102814.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Lemon Flavoured Extra Virgin Olive Oil,250 mL,"$13.99
 ea.",,$5.60 /100ml,,,https://product-images.metro.ca/images/hc0/h4a/10529625571358.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Fruity Green Flavoured Extra Virgin Olive Oil,500 mL,"$19.99
 ea.",,$4.00 /100ml,,,https://product-images.metro.ca/images/h89/hac/10727383924766.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Basil Extra Virgin Olive Oil,250 mL,"$13.99
 ea.",,$5.60 /100ml,,,https://product-images.metro.ca/images/hc1/h01/10509674905630.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Vegan Mayonnaise,440 mL,"$7.49
 ea.",,$1.70 /100ml,"Regular price
$7.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hf5/h39/11461865996318.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,"Extra Virgin Olive Oil, Delicate",1.5 L,"$32.49
 ea.",,$2.17 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,Avocado Oil,750 mL,"$19.99
 ea.",,$2.67 /100ml,,,https://product-images.metro.ca/images/hba/h3b/11161991282718.jpg,https://www.metro.ca/en/online-grocery/search-page-197
MAISON ORPHÉE,"Organic Extra Virgin Olive Oil, Delicate",1.5 L,"$38.99
 ea.",,$2.60 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-197
LONEY'S,Dehydrated Vegetables Broth,400 g,"$6.29
 ea.",,$1.57 /100g,"Regular price
$6.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h9d/h03/12259427614750.jpg,https://www.metro.ca/en/online-grocery/search-page-197
LONEY'S,Dehydrated Pho Broth,400 g,"$6.29
 ea.",,$1.57 /100g,"Regular price
$6.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h0c/h11/12258446114846.jpg,https://www.metro.ca/en/online-grocery/search-page-197
QUE PASA,Organic Yellow Corn Taco Shells,130 g,"$4.69
 ea.",,$3.61 /100g,,,https://product-images.metro.ca/images/h30/h80/10361131761694.jpg,https://www.metro.ca/en/online-grocery/search-page-197
JANES,Frozen Beer Battered Breaded Fish,450 g,"$10.99
 ea.",,$2.44 /100g,"Regular price
$13.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h59/he1/10201592528926.jpg,https://www.metro.ca/en/online-grocery/search-page-197
JANES,Frozen Sweet Honey Garlic Pub Style Chicken Wings,660 g,"$19.99
 ea.",,$3.03 /100g,,,https://product-images.metro.ca/images/h7a/h01/11493239390238.jpg,https://www.metro.ca/en/online-grocery/search-page-197
JANES,Frozen Kickin' Hot Buffalo Pub Style Chicken Wings,660 g,"$19.99
 ea.",,$3.03 /100g,,,https://product-images.metro.ca/images/hd4/h76/11493231624222.jpg,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Social Tea Cookies, Tradition",525 g,"$6.99
 ea.",,$1.33 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Mint Truffle Cookies, Celebration",240 g,"$4.49
 ea.",,$1.87 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,Strawberry And Crème Flavoured Truffle Butter Cookie...,240 g,"$4.49
 ea.",,$1.87 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
PRAEVENTIA,Raspberry Flavoured Cookies,210 g,"$3.69
 ea.",,$1.76 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/hdb/h7a/9523738640414.jpg,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Milk Chocolate Flavoured Shortbread, Tradition",225 g,"$4.99
 ea.",,$2.22 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Chocolate Chips Chewy Bars, Value Pack, Choco Max",35x36 g,"$13.99
 ea.",,$1.11 /100kg,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Raspberry Flavoured Fruit And Oat Bars, Value Pack, ...",672 g,"$13.99
 ea.",,$2.08 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Dark Chocolate And Banana Cookies, Praeventia",210 g,"$3.69
 ea.",,$1.76 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"S'Mores Style Truffle Graham Cookies, Célébration",240 g,"$4.49
 ea.",,$1.87 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
